100000
116,9881,1809
117,466,-4639
118,-3794,4698
119,3275,-1714
120,8171,-6564
121,-8737,-3635
122,4311,-7453
123,1453,-3648
124,6021,4139
125,-6103,-9943
126,9318,3348
127,3715,-53
128,1893,3128
129,1944,-2773
130,-8301,-9282
131,7749,687
132,2698,7201
133,9259,-9667
134,7755,8134
135,4280,3980
136,6915,-5033
137,6789,-7537
138,8004,7898
139,-8055,-6717
140,-109,441
141,-3388,7811
142,-2688,7476
143,-5270,6169
144,8123,7215
145,6254,8844
146,-8353,-4361
147,3083,9408
148,-6659,-4218
149,5005,6977
150,-8622,2782
151,-1195,8443
152,-7788,5415
153,-6166,-9717
154,5239,-84
155,983,5276
156,-7650,3252
157,-4575,-595
158,6212,-776
159,-8428,2024
160,-4779,4147
161,5183,-6487
162,7955,7311
163,-4302,-7563
164,-5371,2076
165,-7865,-4075
166,-9626,6560
167,-1400,9184
168,-3155,-5679
169,-8359,-9601
170,-4470,-2839
171,3270,6481
172,-9956,1254
173,7995,-982
174,9126,-1698
175,-446,2003
176,-4016,9032
177,-635,-6198
178,-2548,2879
179,2586,-9580
180,2507,438
181,-886,3923
182,-4539,-3885
183,1798,-3142
184,7709,-6668
185,-3129,-8249
186,-1605,-8910
187,7083,-4546
188,-9150,3453
189,-5317,4094
190,-2867,6282
191,-4044,5786
192,-6476,6527
193,-9016,5287
194,9247,-9638
195,8866,-9580
196,2251,8420
197,-892,-8880
198,8562,7118
199,-2807,-6028
200,5676,-4296
201,-3030,6823
202,-9477,-3391
203,-1574,-2963
204,4909,-5308
205,785,8841
206,-4867,-1591
207,6683,172
208,5849,-8151
209,-2265,4945
210,-1959,-608
211,6290,-5812
212,-1728,-8174
213,-966,-283
214,4254,3439
215,3983,8322
216,4820,1663
217,2081,30
218,6187,-7639
219,1012,-4813
220,7007,-5314
221,-2305,390
222,-6993,-1062
223,-3044,-6331
224,8457,-6858
225,-3947,5817
226,8030,-3121
227,-8113,-8974
228,-1681,-1145
229,5566,2801
230,-6795,-3354
231,-6875,-6656
232,-6118,-5764
233,-1694,378
234,2897,-257
235,7130,-9256
236,2763,-5904
237,955,5018
238,7766,-1118
239,-6213,-3609
240,-8981,-8617
241,-475,2891
242,-3185,-2598
243,181,653
244,1861,3260
245,7670,-971
246,8666,545
247,779,-4995
248,-1906,7546
249,-2736,307
250,5807,5695
251,4991,-9052
252,-4927,9461
253,5379,5021
254,-4567,6311
255,1195,-1534
256,-1072,1456
257,5369,-9845
258,-5786,-5728
259,-9700,3237
260,-4403,8749
261,-5292,3407
262,-2031,-9070
263,-5306,7131
264,1901,8126
265,7530,6453
266,2804,1016
267,-9184,-9231
268,8238,5382
269,8692,7550
270,5053,-1939
271,9414,-47
272,-7681,-2213
273,7005,-3191
274,-5997,-4304
275,-5390,5677
276,5180,-4147
277,3036,-7127
278,7468,-6306
279,-8720,-6325
280,3180,824
281,5127,3544
282,7833,9137
283,-1374,3
284,-1545,3804
285,-4882,-9219
286,-6715,-5324
287,6655,8938
288,7984,3029
289,4965,909
290,7766,-1729
291,-6681,-4331
292,5423,-5439
293,-664,3657
294,-9926,373
295,9718,3695
296,-9188,-9170
297,-4076,8648
298,3351,-7147
299,2413,-2045
300,999,-2552
301,-6120,38
302,1688,-6299
303,3795,-5240
304,1278,5934
305,-9396,3034
306,631,745
307,-3873,2093
308,188,-4567
309,-4732,5528
310,-957,1693
311,1590,-5272
312,3112,2928
313,8916,-1825
314,-4336,8522
315,-3464,-1996
316,2426,4265
317,-6549,-4385
318,-7980,4060
319,-4501,-6170
320,-2036,-9631
321,-2444,-1108
322,485,-9246
323,3898,4198
324,-8620,6371
325,6054,-5882
326,1554,1857
327,-8789,-4995
328,4055,-2369
329,1456,-8458
330,-1915,-704
331,-245,-1514
332,-6878,-9256
333,193,4570
334,9162,2733
335,7589,-4732
336,2899,3845
337,-2141,-426
338,-595,-2626
339,7222,-286
340,6811,-6655
341,-2922,5413
342,-829,-3570
343,4647,5683
344,428,5498
345,-6950,1523
346,3938,-1952
347,-6708,-9472
348,-5420,6622
349,4114,5481
350,-1699,-8083
351,-1539,-1609
352,1374,380
353,-5793,6967
354,-9382,6181
355,5924,4079
356,-4514,-1213
357,-1297,6061
358,7323,-9138
359,5509,2006
360,-6352,1199
361,-1851,-2029
362,-5864,5830
363,6041,6300
364,8444,5945
365,5844,702
366,-6354,-7332
367,9027,3531
368,9852,6626
369,6592,753
370,-604,-7366
371,-3373,-2045
372,5950,-297
373,-8984,-8732
374,1813,-6198
375,-8723,-7945
376,9491,3591
377,-8038,2303
378,9458,7989
379,2301,-9447
380,1137,-4128
381,795,4333
382,-5993,-1453
383,-2884,6636
384,-8796,393
385,-1968,2620
386,665,8740
387,-8423,688
388,-3127,-2907
389,-4332,3271
390,-430,3604
391,5089,-7541
392,-5522,5573
393,1987,4441
394,4985,9311
395,6732,-6847
396,5729,-550
397,4468,6449
398,4125,6948
399,2259,6846
400,-8094,8373
401,7340,8183
402,6020,-4157
403,5756,-6125
404,-6175,-8959
405,-9800,-8858
406,9166,8915
407,-744,3332
408,-3780,-9707
409,989,-1660
410,8767,-3368
411,-4522,-7056
412,-7945,9790
413,4330,1686
414,-5833,5024
415,-129,3576
416,-3484,-5679
417,3411,6845
418,9288,3393
419,-3742,8058
420,-6932,6285
421,9530,-6923
422,519,-4808
423,1432,4704
424,-7097,-9477
425,5181,-5937
426,-4812,475
427,1300,-6204
428,-9644,7489
429,-4535,5540
430,2135,7460
431,4260,3765
432,-2657,-8502
433,2904,-6425
434,-9173,1678
435,-2158,-8863
436,-263,4671
437,-8991,-3043
438,-783,1728
439,8857,6839
440,-2801,-7862
441,-586,-7854
442,-7323,4464
443,-1666,-1778
444,-38,-7616
445,9538,-5488
446,2962,6390
447,-2407,4568
448,7599,-8047
449,-5699,-1829
450,-9527,9551
451,-5547,-277
452,8034,-98
453,2461,9145
454,5260,4138
455,837,-4435
456,-177,-8610
457,-989,3970
458,-1557,-8923
459,9540,-3645
460,-6034,1162
461,6921,-3987
462,6538,-3382
463,7490,6575
464,2472,1049
465,5794,-4081
466,-471,3350
467,-5357,7553
468,8029,-5679
469,7332,5056
470,9140,-5047
471,7426,-4637
472,7039,-9328
473,8631,7720
474,3680,-6066
475,3366,-3816
476,-8672,-2657
477,-4900,-3986
478,1139,4233
479,5221,-2249
480,-6811,1469
481,-9706,-443
482,-1877,2343
483,-8023,-4688
484,7230,-4706
485,313,-5050
486,-3566,-8010
487,673,-1704
488,-7506,8051
489,-9082,9384
490,4629,9010
491,-8396,-8281
492,5527,-2968
493,-6361,5601
494,-1727,484
495,-272,572
496,4508,-650
497,2070,-2901
498,5606,-6281
499,8229,4237
500,-3145,7576
501,-6890,8607
502,552,1336
503,-5317,-4708
504,8944,306
505,-1703,-4010
506,3311,4131
507,-4978,-9802
508,-2440,-7257
509,4366,-7866
510,-7304,-8762
511,-6144,-589
512,-9423,1955
513,-7980,-1383
514,-4407,-9333
515,-9734,8533
516,-9498,-4126
517,7457,-5142
518,-7041,3580
519,6971,-5899
520,9727,8354
521,9248,-9136
522,6942,-7364
523,-8569,-6148
524,9144,-8281
525,-8556,1270
526,-5299,331
527,-8141,-6602
528,7758,-5401
529,-1278,1829
530,7597,1205
531,6392,-9481
532,3175,-5352
533,6923,-1440
534,-7448,-4998
535,-1715,-9994
536,7476,4981
537,6041,3334
538,9119,-1221
539,6497,-6484
540,8697,5789
541,-8268,-7759
542,8878,-6643
543,-9009,7005
544,-9592,5349
545,-2072,-2472
546,-4691,-9861
547,9156,2022
548,7589,7820
549,-9039,3198
550,325,-2598
551,-7403,-4912
552,-8117,5727
553,2091,6551
554,2215,-6883
555,5558,2183
556,-6797,-6932
557,-9619,-102
558,4011,5381
559,4800,-7462
560,-1668,3931
561,7007,-1179
562,-1702,-3567
563,-2668,9232
564,-1991,-995
565,-8792,-6521
566,2688,-2454
567,-9022,-8668
568,-2471,-3987
569,4798,675
570,-2917,5840
571,4281,1807
572,-1321,-9572
573,4783,2219
574,-1142,-2198
575,118,-5717
576,6661,-8534
577,4121,2234
578,-2321,4039
579,-6851,-6927
580,-3353,-963
581,7945,-5295
582,2751,9110
583,5789,-4645
584,7920,158
585,4546,-486
586,-6179,-2413
587,-7567,-7951
588,-136,-6982
589,-6303,4070
590,-3743,-3414
591,-507,-6764
592,8271,6277
593,-595,-817
594,-9090,-9257
595,6690,-4382
596,4006,8056
597,5437,7923
598,649,8139
599,6773,-2166
600,-7014,9326
601,4895,5828
602,-5655,7473
603,-3069,-3923
604,-4686,-6153
605,-7689,3829
606,3566,-9019
607,9663,7432
608,7210,8943
609,-7233,8759
610,-4631,-8215
611,9575,-352
612,-5805,-8529
613,785,-6567
614,-5120,5724
615,-5758,1853
616,-8166,-273
617,3130,-4323
618,4812,5382
619,-1233,-2597
620,5836,1902
621,560,1825
622,-8128,-8028
623,-9751,-6077
624,4717,-5599
625,9295,2213
626,-9550,1330
627,3170,-4778
628,9586,5446
629,265,7503
630,4111,1855
631,4705,3553
632,3364,-2336
633,3051,-5282
634,-1789,-3369
635,-3748,8719
636,2681,6941
637,-1413,-8591
638,2167,8597
639,-8583,-4516
640,-2569,-9655
641,6303,-9678
642,7918,4054
643,-4263,2081
644,-5696,8767
645,2043,442
646,3735,6284
647,2538,-7236
648,3429,9251
649,578,-380
650,823,-6031
651,4095,-4758
652,9501,5668
653,9912,-5542
654,4989,-3276
655,-9921,-2522
656,2853,512
657,-8204,9316
658,8670,7469
659,9344,-3462
660,-4017,-7679
661,525,4516
662,-6686,-1557
663,-4220,6350
664,6439,-5424
665,1393,-8414
666,-5019,-5620
667,5945,-3642
668,-9080,7035
669,-7902,6358
670,8018,5408
671,2340,-6160
672,9044,-8961
673,1778,8829
674,-6412,5218
675,6450,4550
676,4885,-2388
677,7148,6540
678,9097,-1035
679,-8427,4824
680,3510,1006
681,-4189,-8886
682,-6727,-3393
683,1059,9245
684,-9091,7264
685,6250,-2290
686,1417,9929
687,-3075,-4121
688,-6495,-5893
689,4253,5743
690,4980,-8305
691,-8417,-1856
692,-801,-1753
693,-217,-7390
694,-1026,8194
695,4644,3765
696,-3146,-8214
697,-9397,1330
698,9225,2224
699,-4854,-3107
700,-4632,-2594
701,2876,7503
702,-3878,-1190
703,-1376,-1891
704,-1012,-2130
705,2390,-3869
706,6938,-8308
707,3204,-4710
708,-7226,-8196
709,5131,-7935
710,-5573,-6906
711,-5942,-9907
712,9110,4425
713,-5961,-7956
714,4616,289
715,-5308,452
716,5930,7786
717,-2297,2984
718,-527,419
719,-9729,-6754
720,-6421,-6682
721,1534,-672
722,8033,8008
723,5904,9341
724,6884,-2609
725,7338,-25
726,-8489,9516
727,2697,6041
728,-6206,-6570
729,-5112,8762
730,-3863,5471
731,-4627,-27
732,1527,381
733,9724,-7641
734,-7291,7998
735,9938,-3200
736,-859,6060
737,-8530,5200
738,5491,9243
739,-3242,7243
740,-402,2438
741,-2917,2960
742,5668,5263
743,-8595,-3878
744,6089,-87
745,-4453,2717
746,8923,4854
747,8519,6276
748,-2499,2060
749,2038,4576
750,5266,-669
751,-3047,-2962
752,-8535,8575
753,6779,-2422
754,9486,1425
755,739,-8279
756,7105,-2275
757,-8554,-9150
758,-6695,-9674
759,5723,-527
760,-1904,3581
761,-6189,4574
762,5564,6561
763,1130,3916
764,-1240,-2699
765,-3897,2747
766,8273,1026
767,-3896,8742
768,-908,-6348
769,-4473,8271
770,-7959,-8998
771,-9248,-7257
772,372,-4285
773,-4112,-5235
774,3759,8527
775,6502,8713
776,-6664,8029
777,5393,3992
778,7797,-9269
779,250,7734
780,-9760,1575
781,-8562,9085
782,362,1378
783,306,-7638
784,-1026,182
785,-3537,-1854
786,4487,1345
787,-3115,4698
788,4821,2686
789,4482,-2596
790,-2995,4162
791,5520,1972
792,-2006,3222
793,5965,5640
794,-1727,-4086
795,-5631,7345
796,6491,-6034
797,-2686,-2969
798,3119,-3297
799,9226,-5760
800,5327,7594
801,-4923,-4360
802,-4013,9110
803,-3723,9932
804,3720,5525
805,-197,-9497
806,-3072,9642
807,-3878,-6592
808,-3482,2541
809,-920,-4245
810,-692,1624
811,-5503,-5743
812,-1240,-4861
813,-2614,-87
814,-7556,2727
815,8851,270
816,-3491,5460
817,3378,7516
818,-7049,-631
819,-1693,-9188
820,-2298,8358
821,-5523,-7631
822,-3215,1471
823,-9122,-5065
824,6688,7398
825,4229,-2759
826,6736,-4352
827,6466,-3637
828,9580,7074
829,5683,-7569
830,-388,-6297
831,-9781,1115
832,-3348,9467
833,-7958,4561
834,-485,-3533
835,8982,1219
836,5569,1361
837,6036,-658
838,7079,-6603
839,-6113,7457
840,-8616,-4601
841,-1250,-1278
842,-3053,-674
843,9644,-2648
844,-2587,-7285
845,-8752,9777
846,-41,84
847,3020,-1889
848,-6766,166
849,2211,-6064
850,3350,7378
851,7959,-9184
852,2013,-4312
853,-2552,-3352
854,-4177,-190
855,-2280,6242
856,2404,-2856
857,707,-3946
858,-970,-6419
859,-3737,-5640
860,8512,-455
861,1902,-4702
862,9267,-9350
863,-9469,640
864,-1181,4782
865,-5618,9001
866,6457,4394
867,5534,6693
868,9404,1042
869,299,-2740
870,1337,-7326
871,7015,835
872,2615,-6337
873,5912,-4027
874,7717,3641
875,3749,-9565
876,7407,4988
877,487,-2895
878,-1571,101
879,8453,2294
880,-5863,-6912
881,1966,5419
882,7885,7019
883,7847,-4729
884,-264,-7237
885,-291,-3744
886,-4423,-7677
887,-377,3977
888,8992,4859
889,6221,-2916
890,3379,1174
891,-1262,707
892,-5409,-6341
893,-1530,8055
894,5249,-8365
895,8838,-6386
896,7502,6244
897,2199,8050
898,742,-3755
899,-1610,-3043
900,-2293,-8510
901,6070,5599
902,-2263,-7502
903,8533,5787
904,-1013,3529
905,-4613,-2606
906,4676,-8140
907,8657,5061
908,3351,-8839
909,5558,-7594
910,5999,-8221
911,5902,-9040
912,7839,-2865
913,3346,6595
914,7239,9531
915,-3539,-8004
916,-217,4247
917,-6312,-7818
918,5271,-474
919,5315,1677
920,-6249,94
921,-4604,4037
922,4480,776
923,-8831,8721
924,-2069,5859
925,668,2826
926,-7796,3022
927,-2798,-3129
928,6733,-893
929,7394,200
930,-7311,8457
931,714,-2478
932,2362,-1894
933,-44,5131
934,-6122,-2760
935,984,-1721
936,2342,6735
937,3765,8692
938,5790,6599
939,-2819,9330
940,5900,-3945
941,194,4289
942,3498,-9452
943,-1333,6602
944,-2541,1152
945,4400,4146
946,-7648,9130
947,-6272,294
948,-1829,7650
949,140,3300
950,9282,-3036
951,5259,3949
952,3345,3730
953,4781,5777
954,-6416,-1593
955,-5600,3228
956,2874,-5856
957,-9684,-3649
958,917,1186
959,5187,1480
960,-7486,1206
961,1195,8410
962,8905,6701
963,-5076,-9643
964,1682,-1520
965,7523,3840
966,6155,8966
967,1609,6051
968,-6765,-1180
969,6171,6787
970,6348,-6816
971,-9348,-8886
972,-5549,5915
973,5252,4107
974,4018,-8534
975,-722,-3764
976,7735,6141
977,-2755,-5959
978,6754,-1246
979,-7663,-5480
980,-8957,-1029
981,8590,1296
982,-3277,649
983,2746,6305
984,5122,6629
985,-6473,1217
986,1423,2673
987,-7435,-8122
988,3055,8860
989,9559,2733
990,-9689,-7275
991,-2642,-5304
992,-3521,7078
993,-6457,-8002
994,-1673,7693
995,-6769,9546
996,-5284,7158
997,-640,1781
998,4469,-9876
999,-5309,2247
1000,4457,-6952
1001,7500,-404
1002,5499,-1164
1003,2332,6426
1004,-4902,-5376
1005,-5412,2450
1006,1175,-7225
1007,2756,-968
1008,6603,-7197
1009,-1851,-7792
1010,4342,1123
1011,-247,255
1012,8787,-293
1013,1970,-4390
1014,5878,330
1015,-3510,-755
1016,-3585,-3417
1017,-9174,7339
1018,-3695,-2487
1019,9108,937
1020,2213,-2147
1021,2621,-3898
1022,8795,9826
1023,-9571,5460
1024,-3701,9122
1025,5565,5188
1026,7488,4352
1027,-9937,2684
1028,-287,-9917
1029,-8783,-4779
1030,-8874,3828
1031,-6260,1958
1032,-2255,-6478
1033,4145,-668
1034,-5727,-1453
1035,5684,1573
1036,8582,-9547
1037,-8435,-8027
1038,2911,664
1039,-5411,-6074
1040,3506,-459
1041,-7398,8225
1042,677,9341
1043,2500,1981
1044,153,3296
1045,-7038,-8324
1046,2713,-3050
1047,-9126,-4729
1048,-3360,-3436
1049,3008,2812
1050,9770,3654
1051,6842,-9169
1052,8342,2394
1053,-5908,-8663
1054,3437,-9362
1055,2872,3963
1056,-96,-9495
1057,312,-4581
1058,-129,6202
1059,-5880,-2978
1060,-1785,-2459
1061,-467,1970
1062,-2345,1576
1063,-1437,-8538
1064,-4500,-2701
1065,-9418,1205
1066,6002,-4037
1067,3515,3171
1068,5930,-1442
1069,-7333,-9737
1070,-9636,-470
1071,-4365,-1304
1072,8355,-5794
1073,4509,-128
1074,1023,5280
1075,-3110,9516
1076,1546,-1347
1077,3712,3778
1078,-4604,-8482
1079,4778,130
1080,7394,2483
1081,940,-7684
1082,-1061,-9520
1083,-3673,1664
1084,-6892,-6485
1085,-9202,-7454
1086,5281,-636
1087,-7796,3324
1088,-2674,-9337
1089,-1315,5639
1090,-9608,2010
1091,8601,-664
1092,-4330,4915
1093,-9126,138
1094,-4883,-199
1095,1957,5073
1096,-3594,-2165
1097,-1291,-6681
1098,8480,7695
1099,-3874,4189
1100,-9608,-2875
1101,-1823,7944
1102,-4787,4784
1103,2423,-5372
1104,3445,2366
1105,4102,-8158
1106,-8377,-6519
1107,-3717,-9130
1108,-9330,-3108
1109,5470,-8705
1110,-7506,-4875
1111,9561,2057
1112,-7776,9544
1113,1313,8894
1114,6075,-3116
1115,5951,3941
1116,-7801,-7377
1117,-2049,9161
1118,-5390,-4744
1119,-6403,-9717
1120,-3246,4944
1121,3993,4844
1122,7807,-2340
1123,4076,9510
1124,-7994,2881
1125,5685,3468
1126,-6861,-6726
1127,-7478,3231
1128,-5571,6024
1129,-3211,-1053
1130,-912,-772
1131,-7060,5778
1132,-5725,617
1133,7327,8189
1134,-5945,-9617
1135,-1571,5604
1136,-46,4859
1137,1760,-1193
1138,-8169,-507
1139,8955,5087
1140,5654,6465
1141,4453,1502
1142,-1146,-2854
1143,-7955,-162
1144,5448,-8368
1145,-7133,5815
1146,4802,-2064
1147,5153,4411
1148,3896,-4321
1149,7443,-9044
1150,-3882,8178
1151,-1829,1409
1152,165,3596
1153,-9754,899
1154,-4522,-1695
1155,95,-1851
1156,7263,-1428
1157,8894,-808
1158,-3446,467
1159,-7806,1594
1160,-1583,-7994
1161,-7757,9656
1162,-6331,-1943
1163,-2361,9238
1164,551,-183
1165,6135,7216
1166,-1978,1574
1167,-8046,-2715
1168,-3081,2934
1169,-5036,5690
1170,5041,3275
1171,-7234,5066
1172,-2114,-2535
1173,-860,-6137
1174,-4804,-9435
1175,1913,7477
1176,5649,-182
1177,2726,9763
1178,-8239,553
1179,-6088,-9417
1180,4638,324
1181,3455,-1481
1182,-5188,-8346
1183,8014,-1029
1184,-3217,-7887
1185,5686,-5084
1186,7589,-7219
1187,1349,2592
1188,9429,-9869
1189,-3110,-1877
1190,594,2184
1191,3593,3541
1192,2315,-6944
1193,3716,189
1194,-9396,-9978
1195,3123,-9670
1196,-5292,-6178
1197,-4106,-4725
1198,1564,-1694
1199,6466,-7611
1200,-8345,-5089
1201,-4766,9016
1202,7774,-1866
1203,-4661,-9407
1204,-5309,-3183
1205,-4390,8502
1206,1684,-9560
1207,-7416,-5537
1208,-5925,-6607
1209,8240,-4543
1210,2601,-87
1211,4921,-4829
1212,5183,-134
1213,-7864,7528
1214,9920,7329
1215,3178,7255
1216,2782,2201
1217,-5896,603
1218,-2769,5233
1219,-8740,-1212
1220,-9361,-5606
1221,-5117,8210
1222,6641,2304
1223,-4611,1054
1224,-4195,-8689
1225,9441,-2291
1226,-8336,-1490
1227,-8378,9258
1228,-7492,800
1229,-6754,-1313
1230,-5140,9655
1231,3524,4087
1232,3116,-4799
1233,-6050,6187
1234,-4748,8332
1235,-3037,-8623
1236,3573,1752
1237,2005,-7565
1238,-1647,-7217
1239,-5474,8236
1240,6486,-4677
1241,6881,-1274
1242,-8056,-2973
1243,3787,-1345
1244,-4339,-8026
1245,9460,-1080
1246,-9390,-8363
1247,7535,-839
1248,9300,-3523
1249,-4537,-8333
1250,-20,1417
1251,5043,2658
1252,9502,-7027
1253,-1169,-2124
1254,-6962,-4355
1255,-4651,229
1256,7951,5607
1257,-8840,-3072
1258,-7635,7608
1259,-3399,-6347
1260,-5391,-8844
1261,-533,9301
1262,4060,-467
1263,-8439,462
1264,6921,4632
1265,-3384,4960
1266,-6220,-7172
1267,3542,-1032
1268,8376,6794
1269,1288,-1553
1270,-9782,-6336
1271,8543,-714
1272,-8815,6225
1273,-3066,-9768
1274,-9474,-8232
1275,-1301,-7687
1276,-8880,-516
1277,-4746,-1667
1278,-9123,6222
1279,-2044,939
1280,-4923,-7944
1281,-9390,-6066
1282,-8451,5545
1283,374,-1872
1284,4551,2331
1285,-2362,4834
1286,4708,683
1287,3086,6327
1288,-9189,-587
1289,8126,5164
1290,8144,-178
1291,9362,-4967
1292,2175,-1445
1293,7412,-6997
1294,-9277,-6520
1295,999,5502
1296,-7222,-244
1297,7517,7516
1298,-2580,4062
1299,1707,-496
1300,6339,2142
1301,7015,-3406
1302,7240,-3229
1303,-1731,9951
1304,-6271,4036
1305,-1856,5509
1306,8142,7820
1307,5337,1330
1308,-1362,2391
1309,1413,295
1310,-4271,8520
1311,-3995,-5614
1312,7875,8866
1313,6382,2851
1314,-9748,-7743
1315,8320,4400
1316,506,-1407
1317,1599,1028
1318,8580,-9952
1319,-5057,-2760
1320,5990,9617
1321,-6050,-5573
1322,4110,-3400
1323,-2357,-3931
1324,-2089,8452
1325,4181,-1114
1326,-1863,-9046
1327,-8841,5895
1328,-5051,-4374
1329,2512,-6689
1330,8222,2219
1331,8914,6874
1332,2166,4694
1333,5999,-9160
1334,-1994,-1811
1335,6042,-3620
1336,-6075,-6619
1337,-8393,6639
1338,-5852,-2932
1339,-3596,4836
1340,-1232,5821
1341,836,7993
1342,-2915,-3248
1343,-1530,-8372
1344,-6154,7700
1345,-3659,-9438
1346,1446,-7725
1347,-5111,5682
1348,-4040,4753
1349,-7703,5507
1350,9625,8717
1351,806,5403
1352,3690,9482
1353,2372,79
1354,4700,5825
1355,-5731,-9373
1356,1877,9575
1357,3284,-8254
1358,3055,8002
1359,-2089,-4369
1360,-6936,-4203
1361,7878,-6894
1362,3692,-4839
1363,-6373,8876
1364,-5324,6907
1365,196,7795
1366,-9920,951
1367,6696,8578
1368,-632,8389
1369,-6364,8063
1370,-947,8765
1371,9629,-3512
1372,3205,5443
1373,6345,-7158
1374,3993,1254
1375,-8669,6834
1376,2013,-2673
1377,8378,-7098
1378,-5626,3656
1379,172,4074
1380,3987,-46
1381,-13,9577
1382,7658,5465
1383,4837,9795
1384,5937,-676
1385,2105,5221
1386,-8906,7443
1387,-4822,1597
1388,672,3184
1389,4857,9547
1390,5034,-9685
1391,1955,4143
1392,-7937,-1747
1393,7655,5012
1394,-3381,7362
1395,6677,-6543
1396,-1439,-2428
1397,-6418,-9175
1398,-1569,-3881
1399,7872,8676
1400,4113,7366
1401,9687,-2810
1402,3968,6635
1403,-9949,-3630
1404,3666,-8353
1405,-4458,9113
1406,8556,4642
1407,2855,3532
1408,-3792,4979
1409,4158,6518
1410,2635,5057
1411,-7183,-4526
1412,9359,6002
1413,-9075,2036
1414,-2795,376
1415,8643,-4223
1416,-2618,-8223
1417,8795,-9018
1418,4818,4132
1419,1921,-3751
1420,1374,-8420
1421,-3386,-7961
1422,-4135,7204
1423,6904,-6526
1424,-7115,-4095
1425,8661,245
1426,-7395,-1133
1427,4147,1649
1428,6291,-1045
1429,4436,9705
1430,412,3485
1431,9217,-1855
1432,2893,-5297
1433,-4546,-2040
1434,-3507,9886
1435,-4499,7723
1436,-4520,-7584
1437,-1856,2840
1438,-6211,-4331
1439,-3484,1972
1440,5118,9365
1441,6578,-2406
1442,-8413,6776
1443,9650,-44
1444,-6356,-8499
1445,7341,1365
1446,4527,2988
1447,-12,7097
1448,-2683,8416
1449,4864,8223
1450,1997,4002
1451,-4955,-4050
1452,-3437,7047
1453,9138,6467
1454,5514,-4762
1455,374,-3663
1456,9900,3988
1457,6017,-6031
1458,-1827,2263
1459,-1142,-8510
1460,1605,-9947
1461,6573,3705
1462,-8176,9529
1463,9473,-2630
1464,-6175,839
1465,539,6739
1466,6835,-1624
1467,4197,8045
1468,-2658,-4081
1469,-2532,7198
1470,-2076,-9619
1471,3343,-2550
1472,-9917,8299
1473,-2111,-7389
1474,2100,2607
1475,617,9364
1476,-6862,-3379
1477,3578,3127
1478,-4514,-3296
1479,-4849,2706
1480,7979,6251
1481,9354,-2699
1482,-2953,5041
1483,7976,-3866
1484,-1955,-6942
1485,-8027,-6539
1486,5770,-409
1487,8874,-5604
1488,-2752,1305
1489,-6611,8777
1490,-6905,-4313
1491,9604,139
1492,-2528,-3098
1493,-3613,-17
1494,5803,8744
1495,-3847,-6807
1496,-8431,3733
1497,-1102,-231
1498,6535,-1583
1499,4082,9077
1500,-7073,1612
1501,-6962,5255
1502,694,4335
1503,3854,-7073
1504,7585,-2349
1505,9394,2869
1506,2345,6013
1507,-7223,-53
1508,7111,-9565
1509,285,-547
1510,-2250,-9101
1511,593,-3024
1512,-6316,2540
1513,8504,-8615
1514,7115,9779
1515,514,-5261
1516,-6661,5749
1517,-8261,7760
1518,9325,3555
1519,-9311,9536
1520,7214,5704
1521,3867,-5507
1522,351,3317
1523,-9648,243
1524,4219,-3641
1525,-1278,-7664
1526,-9095,5958
1527,5498,-2955
1528,5084,-3997
1529,5867,7106
